"County","Election District","Election Precinct","Cong","Legs","Candidate Name","Party","Office Name","Office District","Winner","Write-In?","Election Night Votes","Election Night Votes Against"
"03","003","002","07","46","Other Write-Ins","BOT","Mayor                  ","","","Y","0",""
"03","003","002","07","46","Shannon Wright","REP","President City Council","","","","27",""
"03","003","002","07","46","Bernard C. Jack Young","DEM","President City Council","","Y","","169",""
"03","003","002","07","46","Susan Gaztanaga","LIB","President City Council","","","","5",""
"03","003","002","07","46","Connor Meek","GRN","President City Council","","","","7",""
"03","003","002","07","46","Sharon Black","UNF","President City Council","","","","9",""
"03","003","002","07","46","Other Write-Ins","BOT","President City Council","","","Y","0",""
"03","003","002","07","46","Joan M. Pratt","DEM","Comptroller            ","","Y","","183",""
"03","003","002","07","46","Jon Bombach","LIB","Comptroller            ","","","","22",""
"03","003","002","07","46","Other Write-Ins","BOT","Comptroller            ","","","Y","2",""
"03","003","002","07","46","Robert Stokes, Sr.","DEM","Member City Council","012","Y","","148",""
"03","003","002","07","46","Ian Schlakman","GRN","Member City Council","012","","","26",""
"03","003","002","07","46","Frank W. Richardson","UNF","Member City Council","012","","","9",""
"03","003","002","07","46","Dan Sparaco","UNF","Member City Council","012","","","27",""
"03","003","002","07","46","Other Write-Ins","BOT","Member City Council","012","","Y","2",""
"03","003","002","07","46","Shannon E. Avery","BOT","Judge of the Circuit Court","08","Y","","88",""
"03","003","002","07","46","Audrey J. Sylvia Carrion","BOT","Judge of the Circuit Court","08","Y","","76",""
"03","003","002","07","46","Michael A. DiPietro","BOT","Judge of the Circuit Court","08","Y","","69",""
"03","003","002","07","46","Karen Chaya Friedman","BOT","Judge of the Circuit Court","08","Y","","86",""
"03","003","002","07","46","Wanda Keyes Heard","BOT","Judge of the Circuit Court","08","Y","","89",""
"03","003","002","07","46","Cynthia H. Jones","BOT","Judge of the Circuit Court","08","Y","","89",""
"03","003","002","07","46","Other Write-Ins","BOT","Judge of the Circuit Court","08","","Y","6",""
"03","003","002","07","46","Dan Friedman","BOT","Judge Special Appeals At Large","","Y","","135","44"
"03","003","003","03","46","Donald J. Trump","REP","President - Vice Pres","","","","168",""
"03","003","003","03","46","Hillary Clinton","DEM","President - Vice Pres","","Y","","434",""
"03","003","003","03","46","Gary Johnson","LIB","President - Vice Pres","","","","35",""
"03","003","003","03","46","Jill Stein","GRN","President - Vice Pres","","","","11",""
"03","003","003","03","46","Paij Boring","REP","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Joann Breivogel","REP","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Jacqueline Gates","REP","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Stephen McCarthy","REP","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Janet L. Reid","REP","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Paul Adams","DEM","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Cathy Johnson Pendleton","DEM","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Doug Terry","DEM","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Mary E. Thomas","DEM","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","William E. Bowhall, Jr.","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Theodis Brown, Sr","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Darrell L. Castle","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Roque Rocky De La Fuente","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Richard Baxter Edgell","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","James Hedges","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Tom Hoefling","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Lynn Kahn","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Mohammed Keita","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Gloria La Riva ","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Ken Lash","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","David Librace","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Star Locke","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Michael A. Maturen","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Evan McMullin","OTH","President - Vice Pres","","","Y","2",""
"03","003","003","03","46","Kevin  M. Moreau","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Michael S Olkowski","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Marshall Schoenke","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Joe Schriner","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Coop Smith","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Michael L. Mike Smith","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Sistah Soldjah","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Emidio Soltysik","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","J. J. Vogel-Walcutt","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Jerry White","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Mitchell Williams","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Demetra Jefferson Wysinger","OTH","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Shelia Bolar","UNF","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Michael David Boyles","UNF","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Dana E. Brown","UNF","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Robert Buchanan","UNF","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Martin Carlisle","UNF","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Richard Duncan","UNF","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Ameer Flippin","UNF","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Cherunda Fox","UNF","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Ben Hartnell","UNF","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Gerald Jennings, II","UNF","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Laurence Kotlikoff","UNF","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Joseph A. Maldanado","UNF","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Michael B. Puskar","UNF","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Maurice Symonette","UNF","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Kora Roberta Katz Vakil","UNF","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Anthony Tony J. Valdivia","UNF","President - Vice Pres","","","Y","0",""
"03","003","003","03","46","Other Write-Ins","BOT","President - Vice Pres","","","Y","12",""
"03","003","003","03","46","Kathy Szeliga","REP","U.S. Senator           ","","","","224",""
"03","003","003","03","46","Chris Van Hollen","DEM","U.S. Senator           ","","Y","","396",""
"03","003","003","03","46","Margaret Flowers","GRN","U.S. Senator           ","","","","32",""
"03","003","003","03","46","Jeffrey Binkins","DEM","U.S. Senator           ","","","Y","0",""
"03","003","003","03","46","Bob Robinson","DEM","U.S. Senator           ","","","Y","0",""
"03","003","003","03","46","Charles U. Smith","DEM","U.S. Senator           ","","","Y","0",""
"03","003","003","03","46","Lih Young","DEM","U.S. Senator           ","","","Y","1",""
"03","003","003","03","46","Greg Dorsey","UNF","U.S. Senator           ","","","Y","0",""
"03","003","003","03","46","Ed Tinus","UNF","U.S. Senator           ","","","Y","0",""
"03","003","003","03","46","Other Write-Ins","BOT","U.S. Senator           ","","","Y","0",""
"03","003","003","03","46","Mark Plaster","REP","Rep in Congress","03","","","208",""
"03","003","003","03","46","John Sarbanes","DEM","Rep in Congress","03","Y","","405",""
"03","003","003","03","46","Nnabu Eze","GRN","Rep in Congress","03","","","30",""
"03","003","003","03","46","Ann Dalrymple","DEM","Rep in Congress","03","","Y","1",""
"03","003","003","03","46","Other Write-Ins","BOT","Rep in Congress","03","","Y","1",""
"03","003","003","03","46","Alan Walden","REP","Mayor                  ","","","","199",""
"03","003","003","03","46","Catherine E. Pugh","DEM","Mayor                  ","","Y","","349",""
"03","003","003","03","46","Joshua Harris","GRN","Mayor                  ","","","","73",""
"03","003","003","03","46","Steven H. Smith","REP","Mayor                  ","","","Y","0",""
"03","003","003","03","46","Mack Clifton","DEM","Mayor                  ","","","Y","0",""
"03","003","003","03","46","Sheila Dixon","DEM","Mayor                  ","","","Y","25",""
"03","003","003","03","46","Frank Francisco Logan","IND","Mayor                  ","","","Y","0",""
"03","003","003","03","46","Sarah Klauda","UNF","Mayor                  ","","","Y","0",""
"03","003","003","03","46","LaVern AW. Murray","UNF","Mayor                  ","","","Y","0",""
"03","003","003","03","46","Other Write-Ins","BOT","Mayor                  ","","","Y","2",""
"03","003","003","03","46","Shannon Wright","REP","President City Council","","","","216",""
"03","003","003","03","46","Bernard C. Jack Young","DEM","President City Council","","Y","","318",""
"03","003","003","03","46","Susan Gaztanaga","LIB","President City Council","","","","34",""
"03","003","003","03","46","Connor Meek","GRN","President City Council","","","","40",""
"03","003","003","03","46","Sharon Black","UNF","President City Council","","","","18",""
"03","003","003","03","46","Other Write-Ins","BOT","President City Council","","","Y","2",""
"03","003","003","03","46","Joan M. Pratt","DEM","Comptroller            ","","Y","","403",""
"03","003","003","03","46","Jon Bombach","LIB","Comptroller            ","","","","178",""
"03","003","003","03","46","Other Write-Ins","BOT","Comptroller            ","","","Y","3",""
"03","003","003","03","46","Matthew McDaniel","REP","Member City Council","001","","","242",""
"03","003","003","03","46","Zeke Cohen","DEM","Member City Council","001","Y","","377",""
"03","003","003","03","46","Other Write-Ins","BOT","Member City Council","001","","Y","1",""
"03","003","003","03","46","Shannon E. Avery","BOT","Judge of the Circuit Court","08","Y","","293",""
"03","003","003","03","46","Audrey J. Sylvia Carrion","BOT","Judge of the Circuit Court","08","Y","","270",""
"03","003","003","03","46","Michael A. DiPietro","BOT","Judge of the Circuit Court","08","Y","","340",""
"03","003","003","03","46","Karen Chaya Friedman","BOT","Judge of the Circuit Court","08","Y","","284",""
"03","003","003","03","46","Wanda Keyes Heard","BOT","Judge of the Circuit Court","08","Y","","257",""
"03","003","003","03","46","Cynthia H. Jones","BOT","Judge of the Circuit Court","08","Y","","267",""
"03","003","003","03","46","Other Write-Ins","BOT","Judge of the Circuit Court","08","","Y","19",""
"03","003","003","03","46","Dan Friedman","BOT","Judge Special Appeals At Large","","Y","","395","77"
"03","004","001","07","46","Donald J. Trump","REP","President - Vice Pres","","","","46",""
"03","004","001","07","46","Hillary Clinton","DEM","President - Vice Pres","","Y","","216",""
"03","004","001","07","46","Gary Johnson","LIB","President - Vice Pres","","","","12",""
"03","004","001","07","46","Jill Stein","GRN","President - Vice Pres","","","","2",""
"03","004","001","07","46","Paij Boring","REP","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Joann Breivogel","REP","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Jacqueline Gates","REP","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Stephen McCarthy","REP","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Janet L. Reid","REP","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Paul Adams","DEM","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Cathy Johnson Pendleton","DEM","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Doug Terry","DEM","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Mary E. Thomas","DEM","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","William E. Bowhall, Jr.","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Theodis Brown, Sr","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Darrell L. Castle","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Roque Rocky De La Fuente","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Richard Baxter Edgell","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","James Hedges","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Tom Hoefling","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Lynn Kahn","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Mohammed Keita","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Gloria La Riva ","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Ken Lash","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","David Librace","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Star Locke","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Michael A. Maturen","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Evan McMullin","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Kevin  M. Moreau","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Michael S Olkowski","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Marshall Schoenke","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Joe Schriner","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Coop Smith","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Michael L. Mike Smith","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Sistah Soldjah","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Emidio Soltysik","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","J. J. Vogel-Walcutt","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Jerry White","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Mitchell Williams","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Demetra Jefferson Wysinger","OTH","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Shelia Bolar","UNF","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Michael David Boyles","UNF","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Dana E. Brown","UNF","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Robert Buchanan","UNF","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Martin Carlisle","UNF","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Richard Duncan","UNF","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Ameer Flippin","UNF","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Cherunda Fox","UNF","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Ben Hartnell","UNF","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Gerald Jennings, II","UNF","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Laurence Kotlikoff","UNF","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Joseph A. Maldanado","UNF","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Michael B. Puskar","UNF","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Maurice Symonette","UNF","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Kora Roberta Katz Vakil","UNF","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Anthony Tony J. Valdivia","UNF","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Other Write-Ins","BOT","President - Vice Pres","","","Y","0",""
"03","004","001","07","46","Kathy Szeliga","REP","U.S. Senator           ","","","","66",""
"03","004","001","07","46","Chris Van Hollen","DEM","U.S. Senator           ","","Y","","199",""
"03","004","001","07","46","Margaret Flowers","GRN","U.S. Senator           ","","","","10",""
"03","004","001","07","46","Jeffrey Binkins","DEM","U.S. Senator           ","","","Y","0",""
"03","004","001","07","46","Bob Robinson","DEM","U.S. Senator           ","","","Y","0",""
"03","004","001","07","46","Charles U. Smith","DEM","U.S. Senator           ","","","Y","0",""
"03","004","001","07","46","Lih Young","DEM","U.S. Senator           ","","","Y","0",""
"03","004","001","07","46","Greg Dorsey","UNF","U.S. Senator           ","","","Y","0",""
"03","004","001","07","46","Ed Tinus","UNF","U.S. Senator           ","","","Y","0",""
"03","004","001","07","46","Other Write-Ins","BOT","U.S. Senator           ","","","Y","1",""
"03","004","001","07","46","Corrogan R. Vaughn","REP","Rep in Congress","07","","","61",""
"03","004","001","07","46","Elijah Cummings","DEM","Rep in Congress","07","Y","","202",""
"03","004","001","07","46","Myles B. Hoenig","GRN","Rep in Congress","07","","","8",""
"03","004","001","07","46","William T. Newton","REP","Rep in Congress","07","","Y","0",""
"03","004","001","07","46","Michael T. Pearson","REP","Rep in Congress","07","","Y","1",""
"03","004","001","07","46","Other Write-Ins","BOT","Rep in Congress","07","","Y","2",""
"03","004","001","07","46","Alan Walden","REP","Mayor                  ","","","","68",""
"03","004","001","07","46","Catherine E. Pugh","DEM","Mayor                  ","","Y","","169",""
"03","004","001","07","46","Joshua Harris","GRN","Mayor                  ","","","","32",""
"03","004","001","07","46","Steven H. Smith","REP","Mayor                  ","","","Y","0",""
"03","004","001","07","46","Mack Clifton","DEM","Mayor                  ","","","Y","0",""
"03","004","001","07","46","Sheila Dixon","DEM","Mayor                  ","","","Y","5",""
"03","004","001","07","46","Frank Francisco Logan","IND","Mayor                  ","","","Y","2",""
"03","004","001","07","46","Sarah Klauda","UNF","Mayor                  ","","","Y","0",""
"03","004","001","07","46","LaVern AW. Murray","UNF","Mayor                  ","","","Y","0",""
"03","004","001","07","46","Other Write-Ins","BOT","Mayor                  ","","","Y","0",""
"03","004","001","07","46","Shannon Wright","REP","President City Council","","","","61",""
"03","004","001","07","46","Bernard C. Jack Young","DEM","President City Council","","Y","","163",""
"03","004","001","07","46","Susan Gaztanaga","LIB","President City Council","","","","20",""
"03","004","001","07","46","Connor Meek","GRN","President City Council","","","","14",""
"03","004","001","07","46","Sharon Black","UNF","President City Council","","","","9",""
"03","004","001","07","46","Other Write-Ins","BOT","President City Council","","","Y","3",""
"03","004","001","07","46","Joan M. Pratt","DEM","Comptroller            ","","Y","","187",""
"03","004","001","07","46","Jon Bombach","LIB","Comptroller            ","","","","63",""
"03","004","001","07","46","Other Write-Ins","BOT","Comptroller            ","","","Y","3",""
"03","004","001","07","46","Eric Costello","DEM","Member City Council","011","Y","","228",""
"03","004","001","07","46","Other Write-Ins","BOT","Member City Council","011","","Y","7",""
"03","004","001","07","46","Shannon E. Avery","BOT","Judge of the Circuit Court","08","Y","","143",""
"03","004","001","07","46","Audrey J. Sylvia Carrion","BOT","Judge of the Circuit Court","08","Y","","122",""
"03","004","001","07","46","Michael A. DiPietro","BOT","Judge of the Circuit Court","08","Y","","130",""
"03","004","001","07","46","Karen Chaya Friedman","BOT","Judge of the Circuit Court","08","Y","","132",""
"03","004","001","07","46","Wanda Keyes Heard","BOT","Judge of the Circuit Court","08","Y","","124",""
"03","004","001","07","46","Cynthia H. Jones","BOT","Judge of the Circuit Court","08","Y","","128",""
"03","004","001","07","46","Other Write-Ins","BOT","Judge of the Circuit Court","08","","Y","9",""
"03","004","001","07","46","Dan Friedman","BOT","Judge Special Appeals At Large","","Y","","181","41"
"03","004","002","07","40","Donald J. Trump","REP","President - Vice Pres","","","","70",""
"03","004","002","07","40","Hillary Clinton","DEM","President - Vice Pres","","Y","","636",""
"03","004","002","07","40","Gary Johnson","LIB","President - Vice Pres","","","","30",""
"03","004","002","07","40","Jill Stein","GRN","President - Vice Pres","","","","16",""
"03","004","002","07","40","Paij Boring","REP","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Joann Breivogel","REP","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Jacqueline Gates","REP","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Stephen McCarthy","REP","President - Vice Pres","","","Y","1",""
"03","004","002","07","40","Janet L. Reid","REP","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Paul Adams","DEM","President - Vice Pres","","","Y","1",""
"03","004","002","07","40","Cathy Johnson Pendleton","DEM","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Doug Terry","DEM","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Mary E. Thomas","DEM","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","William E. Bowhall, Jr.","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Theodis Brown, Sr","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Darrell L. Castle","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Roque Rocky De La Fuente","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Richard Baxter Edgell","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","James Hedges","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Tom Hoefling","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Lynn Kahn","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Mohammed Keita","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Gloria La Riva ","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Ken Lash","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","David Librace","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Star Locke","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Michael A. Maturen","OTH","President - Vice Pres","","","Y","1",""
"03","004","002","07","40","Evan McMullin","OTH","President - Vice Pres","","","Y","3",""
"03","004","002","07","40","Kevin  M. Moreau","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Michael S Olkowski","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Marshall Schoenke","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Joe Schriner","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Coop Smith","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Michael L. Mike Smith","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Sistah Soldjah","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Emidio Soltysik","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","J. J. Vogel-Walcutt","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Jerry White","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Mitchell Williams","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Demetra Jefferson Wysinger","OTH","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Shelia Bolar","UNF","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Michael David Boyles","UNF","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Dana E. Brown","UNF","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Robert Buchanan","UNF","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Martin Carlisle","UNF","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Richard Duncan","UNF","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Ameer Flippin","UNF","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Cherunda Fox","UNF","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Ben Hartnell","UNF","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Gerald Jennings, II","UNF","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Laurence Kotlikoff","UNF","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Joseph A. Maldanado","UNF","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Michael B. Puskar","UNF","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Maurice Symonette","UNF","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Kora Roberta Katz Vakil","UNF","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Anthony Tony J. Valdivia","UNF","President - Vice Pres","","","Y","0",""
"03","004","002","07","40","Other Write-Ins","BOT","President - Vice Pres","","","Y","8",""
"03","004","002","07","40","Kathy Szeliga","REP","U.S. Senator           ","","","","131",""
"03","004","002","07","40","Chris Van Hollen","DEM","U.S. Senator           ","","Y","","570",""
"03","004","002","07","40","Margaret Flowers","GRN","U.S. Senator           ","","","","46",""
"03","004","002","07","40","Jeffrey Binkins","DEM","U.S. Senator           ","","","Y","0",""
"03","004","002","07","40","Bob Robinson","DEM","U.S. Senator           ","","","Y","0",""
"03","004","002","07","40","Charles U. Smith","DEM","U.S. Senator           ","","","Y","0",""
"03","004","002","07","40","Lih Young","DEM","U.S. Senator           ","","","Y","0",""
"03","004","002","07","40","Greg Dorsey","UNF","U.S. Senator           ","","","Y","0",""
"03","004","002","07","40","Ed Tinus","UNF","U.S. Senator           ","","","Y","0",""
"03","004","002","07","40","Other Write-Ins","BOT","U.S. Senator           ","","","Y","2",""
"03","004","002","07","40","Corrogan R. Vaughn","REP","Rep in Congress","07","","","110",""
"03","004","002","07","40","Elijah Cummings","DEM","Rep in Congress","07","Y","","607",""
"03","004","002","07","40","Myles B. Hoenig","GRN","Rep in Congress","07","","","33",""
"03","004","002","07","40","William T. Newton","REP","Rep in Congress","07","","Y","0",""
"03","004","002","07","40","Michael T. Pearson","REP","Rep in Congress","07","","Y","0",""
"03","004","002","07","40","Other Write-Ins","BOT","Rep in Congress","07","","Y","0",""
"03","004","002","07","40","Alan Walden","REP","Mayor                  ","","","","117",""
"03","004","002","07","40","Catherine E. Pugh","DEM","Mayor                  ","","Y","","489",""
"03","004","002","07","40","Joshua Harris","GRN","Mayor                  ","","","","106",""
"03","004","002","07","40","Steven H. Smith","REP","Mayor                  ","","","Y","0",""
"03","004","002","07","40","Mack Clifton","DEM","Mayor                  ","","","Y","0",""
"03","004","002","07","40","Sheila Dixon","DEM","Mayor                  ","","","Y","28",""
"03","004","002","07","40","Frank Francisco Logan","IND","Mayor                  ","","","Y","0",""
"03","004","002","07","40","Sarah Klauda","UNF","Mayor                  ","","","Y","0",""
"03","004","002","07","40","LaVern AW. Murray","UNF","Mayor                  ","","","Y","0",""
"03","004","002","07","40","Other Write-Ins","BOT","Mayor                  ","","","Y","6",""
"03","004","002","07","40","Shannon Wright","REP","President City Council","","","","117",""
"03","004","002","07","40","Bernard C. Jack Young","DEM","President City Council","","Y","","488",""
"03","004","002","07","40","Susan Gaztanaga","LIB","President City Council","","","","51",""
"03","004","002","07","40","Connor Meek","GRN","President City Council","","","","39",""
"03","004","002","07","40","Sharon Black","UNF","President City Council","","","","24",""
"03","004","002","07","40","Other Write-Ins","BOT","President City Council","","","Y","4",""
"03","004","002","07","40","Joan M. Pratt","DEM","Comptroller            ","","Y","","564",""
"03","004","002","07","40","Jon Bombach","LIB","Comptroller            ","","","","140",""
"03","004","002","07","40","Other Write-Ins","BOT","Comptroller            ","","","Y","1",""
"03","004","002","07","40","Eric Costello","DEM","Member City Council","011","Y","","643",""
"03","004","002","07","40","Other Write-Ins","BOT","Member City Council","011","","Y","15",""
"03","004","002","07","40","Shannon E. Avery","BOT","Judge of the Circuit Court","08","Y","","412",""
"03","004","002","07","40","Audrey J. Sylvia Carrion","BOT","Judge of the Circuit Court","08","Y","","365",""
"03","004","002","07","40","Michael A. DiPietro","BOT","Judge of the Circuit Court","08","Y","","385",""
"03","004","002","07","40","Karen Chaya Friedman","BOT","Judge of the Circuit Court","08","Y","","376",""
"03","004","002","07","40","Wanda Keyes Heard","BOT","Judge of the Circuit Court","08","Y","","361",""
"03","004","002","07","40","Cynthia H. Jones","BOT","Judge of the Circuit Court","08","Y","","380",""
"03","004","002","07","40","Other Write-Ins","BOT","Judge of the Circuit Court","08","","Y","9",""
"03","004","002","07","40","Dan Friedman","BOT","Judge Special Appeals At Large","","Y","","510","85"
"03","004","003","07","40","Donald J. Trump","REP","President - Vice Pres","","","","4",""
